,Crypto,Mark_Price,AccountMaster_Balance,FTX_Balance,Unrealised Pnl,Position Size,Position Hedge
0,BTC,63371.0,55.8583620500,45.61295261,0.4769218551813076,1.3550519953922142,-2.7648
1,ETH,2294.2,2.3085180800,20.52702206,2.8209779570040197,18.49577194664807,-14.0
2,USD,1.0,,-643.79614536,,,
