,Crypto,Mark_Price,AccountMaster_Balance,FTX_Balance,Unrealised Pnl,Position Size,Position Hedge
0,BTC,53736.0,45.5685619700,45.10295261,-2.9556415083908143,44.92450126544588,30.9352
1,ETH,2511.2,1.7885930900,20.52702206,4.301652670576889,16.69839120739089,-14.0
2,USD,1.0,,165063.6266747,,,
