,Crypto,Mark_Price,AccountMaster_Balance,FTX_Balance,Unrealised Pnl,Position Size,Position Hedge
0,BTC,62960.0,54.7997431200,45.61295261,0.4902514552050375,0.7160895806861499,-3.1648
1,ETH,2501.9,2.6268487700,20.52702206,4.221769974971001,16.160917702546065,-14.0
2,USD,1.0,,-3123.9734426,,,
