,Crypto,Mark_Price,AccountMaster_Balance,FTX_Balance,Unrealised Pnl,Position Size,Position Hedge
0,BTC,63510.0,55.8608115600,45.61295261,0.4798875649492103,1.3520862856243112,-2.7648
1,ETH,2298.4,2.3085180800,20.52702206,2.854776356836915,18.461973546815177,-14.0
2,USD,1.0,,-1111.78654536,,,
