,Crypto,Mark_Price,AccountMaster_Balance,FTX_Balance,Unrealised Pnl,Position Size,Position Hedge
0,BTC,60959.0,55.8630180500,45.61295261,0.4620702007797367,0.30756738135468104,-3.5648
1,ETH,2176.5,2.3850861700,20.52702206,1.8450041604432303,18.86928555019527,-14.0
2,USD,1.0,,8790.69960304,,,
