,Crypto,Mark_Price,AccountMaster_Balance,FTX_Balance,Unrealised Pnl,Position Size,Position Hedge
0,BTC,55923.0,53.3961986300,45.61295261,-2.4653549582085823,81.56302415821754,74.5352
1,ETH,2317.8,2.0548404400,20.52702206,2.933618751134039,18.307446716714125,-14.0
2,USD,1.0,,-50192.80709939,,,
