,Crypto,Mark_Price,AccountMaster_Balance,FTX_Balance,Unrealised Pnl,Position Size,Position Hedge
0,BTC,60701.0,55.8602309800,45.61295261,0.460869585493552,0.3187591637699544,-3.5648
1,ETH,2167.6,2.3852231100,20.52702206,1.7674822612652257,18.940763978593836,-14.0
2,USD,1.0,,9764.65359133,,,
