,Crypto,Mark_Price,AccountMaster_Balance,FTX_Balance,Unrealised Pnl,Position Size,Position Hedge
0,BTC,60565.0,55.8632214800,45.61295261,0.46016172594467797,0.32206720052835797,-3.5648
1,ETH,2163.2,2.3852231100,20.52702206,1.7289562990306584,18.979289940828405,-14.0
2,USD,1.0,,10279.81612398,,,
