,Crypto,Mark_Price,AccountMaster_Balance,FTX_Balance,Unrealised Pnl,Position Size,Position Hedge
0,BTC,54803.0,53.6333436700,45.61295261,-4.132042655526114,83.2330164407058,74.5352
1,ETH,2099.3,2.1335749100,20.52702206,0.9244650440951402,21.642452245986757,-14.0
2,USD,1.0,,-127955.60189824,,,
